date,Positive,Positive (low),Positive (high),Negative,Negative (low),Negative (high),Positive (under-50s),Positive (under-50s) (low),Positive (under-50s) (high),Negative (under-50s),Negative (under-50s) (low),Negative (under-50s) (high),Positive (over-50s),Positive (over-50s) (low),Positive (over-50s) (high),Negative (over-50s),Negative (over-50s) (low),Negative (over-50s) (high),Positive (poll),Negative (poll),Positive (under-50s) (poll),Negative (under-50s) (poll),Positive (over-50s) (poll),Negative (over-50s) (poll)
2025-05-10,22.2,21.11,23.62,55.53,55.04,55.95,27.14,25.42,29.55,45.48,43.92,47.04,17.27,16.34,18.2,65.33,64.48,66.25,,,,,,
2025-05-11,22.22,21.07,23.73,55.53,55.04,55.99,27.23,25.39,29.82,45.45,43.81,47.06,17.28,16.34,18.23,65.35,64.51,66.28,,,,,,
2025-05-12,22.25,21.02,23.85,55.54,55.02,56.02,27.32,25.34,30.06,45.42,43.72,47.1,17.3,16.33,18.32,65.36,64.55,66.3,,,,,,
2025-05-13,22.27,20.98,23.96,55.55,55.01,56.05,27.41,25.31,30.28,45.4,43.64,47.14,17.32,16.36,18.4,65.38,64.58,66.32,,,,,,
2025-05-14,22.29,20.94,24.08,55.56,55.02,56.08,27.5,25.24,30.51,45.38,43.58,47.21,17.35,16.36,18.49,65.4,64.61,66.34,,,,,,
2025-05-15,22.32,20.9,24.19,55.57,55.03,56.12,27.58,25.17,30.74,45.36,43.6,47.24,17.37,16.36,18.57,65.43,64.62,66.36,,,,,,
2025-05-16,22.34,20.88,24.3,55.58,55.02,56.16,27.65,25.11,30.95,45.35,43.54,47.31,17.39,16.36,18.65,65.45,64.63,66.39,21.0,55.0,26.0,48.0,16.0,64.0
2025-05-17,22.36,20.85,24.41,55.59,55.03,56.18,27.73,25.06,31.16,45.34,43.58,47.36,17.42,16.34,18.73,65.47,64.64,66.42,,,,,,
2025-05-18,22.38,20.79,24.51,55.59,55.02,56.2,27.79,25.01,31.36,45.33,43.6,47.4,17.44,16.34,18.8,65.49,64.65,66.44,,,,,,
2025-05-19,22.4,20.77,24.59,55.6,54.98,56.23,27.86,24.93,31.49,45.33,43.53,47.46,17.47,16.37,18.91,65.51,64.68,66.42,,,,,,
2025-05-20,22.42,20.7,24.65,55.61,54.96,56.26,27.92,24.83,31.6,45.33,43.47,47.51,17.5,16.36,18.96,65.54,64.73,66.4,,,,,,
2025-05-21,22.44,20.67,24.71,55.61,54.95,56.28,27.97,24.77,31.7,45.33,43.4,47.57,17.53,16.34,18.97,65.56,64.77,66.39,,,,,,
2025-05-22,22.46,20.64,24.76,55.62,54.93,56.3,28.01,24.7,31.81,45.33,43.32,47.63,17.55,16.37,19.0,65.58,64.81,66.41,,,,,,
2025-05-23,22.48,20.61,24.82,55.62,54.92,56.33,28.05,24.57,31.88,45.34,43.27,47.69,17.58,16.35,19.04,65.6,64.85,66.42,,,,,,
2025-05-24,22.49,20.59,24.89,55.62,54.89,56.35,28.08,24.44,32.01,45.36,43.25,47.77,17.61,16.33,19.08,65.62,64.9,66.45,,,,,,
2025-05-25,22.51,20.55,24.93,55.62,54.88,56.37,28.11,24.31,32.18,45.37,43.22,47.92,17.64,16.31,19.14,65.64,64.91,66.47,,,,,,
2025-05-26,22.52,20.49,24.98,55.62,54.87,56.39,28.13,24.19,32.27,45.39,43.18,47.95,17.68,16.3,19.17,65.65,64.92,66.46,,,,,,
2025-05-27,22.54,20.47,25.01,55.62,54.86,56.42,28.14,24.13,32.35,45.42,43.14,48.0,17.71,16.28,19.18,65.67,64.93,66.45,,,,,,
2025-05-28,22.55,20.47,25.05,55.62,54.83,56.45,28.15,24.07,32.43,45.45,43.11,48.0,17.75,16.28,19.19,65.68,64.95,66.43,23.0,54.0,32.0,40.0,17.0,65.0
2025-05-29,22.57,20.44,25.12,55.62,54.81,56.47,28.15,23.99,32.51,45.48,43.08,48.01,17.79,16.29,19.25,65.69,64.97,66.4,,,,,,
2025-05-30,22.58,20.4,25.24,55.62,54.79,56.48,28.15,23.88,32.64,45.52,43.04,48.04,17.83,16.29,19.31,65.7,64.99,66.37,20.0,56.0,23.0,48.0,16.0,66.0
2025-05-31,22.59,20.37,25.26,55.62,54.8,56.49,28.15,23.77,32.65,45.55,43.02,48.23,17.86,16.3,19.34,65.72,65.03,66.34,,,,,,
2025-06-01,22.61,20.34,25.38,55.62,54.82,56.51,28.14,23.68,32.6,45.58,43.0,48.39,17.9,16.32,19.38,65.73,65.08,66.31,,,,,,
2025-06-02,22.61,20.3,25.39,55.63,54.83,56.54,28.13,23.6,32.66,45.6,42.93,48.43,17.93,16.34,19.41,65.75,65.14,66.37,32.0,54.0,44.0,39.0,23.0,65.0
2025-06-03,22.61,20.29,25.37,55.65,54.84,56.55,28.12,23.58,32.79,45.62,42.96,48.44,17.96,16.39,19.41,65.78,65.22,66.34,,,,,,
2025-06-04,22.61,20.3,25.36,55.68,54.91,56.57,28.1,23.59,32.79,45.64,42.93,48.51,17.98,16.39,19.4,65.82,65.27,66.36,,,,,,
2025-06-05,22.6,20.27,25.33,55.71,54.91,56.59,28.08,23.51,32.75,45.65,42.89,48.51,17.99,16.45,19.44,65.87,65.33,66.47,,,,,,
2025-06-06,22.57,20.23,25.29,55.76,54.9,56.65,28.06,23.43,32.68,45.66,42.79,48.51,17.99,16.4,19.46,65.93,65.36,66.59,,,,,,
2025-06-07,22.54,20.2,25.2,55.83,54.96,56.74,28.02,23.47,32.66,45.68,42.83,48.54,17.99,16.38,19.48,66.01,65.41,66.75,,,,,,
2025-06-08,22.51,20.18,25.11,55.91,55.02,56.93,27.98,23.5,32.59,45.71,42.88,48.63,17.98,16.35,19.48,66.1,65.44,66.95,,,,,,
2025-06-09,22.46,20.1,25.14,56.0,55.06,57.06,27.92,23.53,32.49,45.75,42.8,48.72,17.95,16.3,19.47,66.22,65.47,67.18,19.0,58.0,23.0,48.0,17.0,67.0
2025-06-10,22.4,20.07,25.17,56.11,55.12,57.18,27.86,23.59,32.4,45.8,42.93,48.78,17.93,16.29,19.47,66.34,65.5,67.38,,,,,,
2025-06-11,22.34,20.03,25.12,56.23,55.22,57.29,27.79,23.57,32.4,45.86,43.1,48.61,17.89,16.27,19.45,66.48,65.55,67.63,,,,,,
2025-06-12,22.28,19.96,25.07,56.37,55.33,57.49,27.72,23.63,32.36,45.93,43.11,48.67,17.86,16.19,19.4,66.63,65.61,67.93,,,,,,
2025-06-13,22.21,19.95,24.96,56.51,55.38,57.64,27.64,23.75,32.34,46.01,43.14,48.8,17.82,16.2,19.36,66.78,65.68,68.23,,,,,,
2025-06-14,22.14,19.94,24.79,56.66,55.45,57.85,27.55,23.74,32.14,46.1,43.2,48.98,17.78,16.23,19.35,66.94,65.73,68.54,,,,,,
2025-06-15,22.06,19.91,24.77,56.81,55.57,58.06,27.46,23.67,31.97,46.21,43.29,49.14,17.74,16.17,19.39,67.1,65.81,68.7,,,,,,
2025-06-16,21.99,19.86,24.74,56.97,55.67,58.31,27.36,23.69,31.85,46.32,43.37,49.29,17.69,16.16,19.43,67.26,65.89,68.94,22.0,56.0,22.0,52.0,20.0,66.0
2025-06-17,21.91,19.79,24.69,57.14,55.71,58.68,27.26,23.71,31.71,46.45,43.47,49.37,17.65,16.12,19.45,67.42,65.92,69.23,,,,,,
2025-06-18,21.83,19.71,24.62,57.3,55.75,59.0,27.16,23.64,31.52,46.58,43.57,49.46,17.61,16.08,19.45,67.59,65.97,69.53,,,,,,
2025-06-19,21.75,19.73,24.52,57.46,55.83,59.3,27.05,23.66,31.23,46.73,43.67,49.63,17.57,16.07,19.44,67.75,66.03,69.78,,,,,,
2025-06-20,21.67,19.78,24.38,57.63,55.88,59.63,26.93,23.63,31.02,46.88,43.79,49.8,17.52,16.07,19.39,67.91,66.06,70.18,,,,,,
2025-06-21,21.59,19.78,24.21,57.79,55.92,59.85,26.81,23.63,30.87,47.04,43.92,50.07,17.48,16.03,19.31,68.06,66.09,70.43,,,,,,
2025-06-22,21.51,19.74,24.02,57.95,55.98,60.12,26.69,23.69,30.63,47.2,44.03,50.2,17.43,15.94,19.21,68.21,66.11,70.57,,,,,,
2025-06-23,21.43,19.73,23.84,58.1,56.06,60.38,26.56,23.76,30.4,47.37,44.15,50.42,17.39,15.91,19.13,68.36,66.13,70.76,,,,,,
2025-06-24,21.35,19.66,23.69,58.25,56.12,60.62,26.44,23.8,30.1,47.53,44.27,50.63,17.34,15.82,19.09,68.51,66.18,70.95,,,,,,
2025-06-25,21.26,19.61,23.51,58.4,56.2,60.84,26.31,23.83,29.77,47.7,44.39,50.85,17.29,15.73,18.98,68.65,66.25,71.13,,,,,,
2025-06-26,21.18,19.54,23.38,58.55,56.27,61.05,26.18,23.82,29.43,47.87,44.52,51.0,17.24,15.64,18.88,68.79,66.32,71.23,,,,,,
2025-06-27,21.1,19.47,23.24,58.69,56.35,61.27,26.06,23.81,29.06,48.04,44.5,51.17,17.18,15.55,18.88,68.92,66.35,71.4,21.0,56.0,25.0,47.0,17.0,66.0
2025-06-28,21.02,19.43,23.08,58.84,56.48,61.46,25.94,23.82,28.68,48.2,44.44,51.26,17.13,15.47,18.82,69.06,66.43,71.48,,,,,,
2025-06-29,20.94,19.4,22.91,58.98,56.56,61.66,25.83,23.8,28.27,48.36,44.7,51.42,17.07,15.4,18.79,69.19,66.62,71.65,,,,,,
2025-06-30,20.87,19.41,22.78,59.12,56.61,61.83,25.72,23.8,27.89,48.51,44.86,51.75,17.02,15.41,18.71,69.31,66.68,71.81,,,,,,
2025-07-01,20.8,19.39,22.56,59.25,56.66,61.96,25.63,23.79,27.61,48.65,44.9,51.92,16.96,15.41,18.61,69.43,66.75,71.97,,,,,,
2025-07-02,20.74,19.3,22.37,59.37,56.98,62.08,25.55,23.81,27.45,48.78,45.05,52.06,16.9,15.39,18.52,69.54,66.87,72.05,,,,,,
2025-07-03,20.68,19.34,22.21,59.49,57.14,62.15,25.49,23.84,27.2,48.89,45.15,52.17,16.83,15.34,18.43,69.65,66.96,72.1,,,,,,
2025-07-04,20.63,19.28,22.04,59.6,57.23,62.41,25.44,23.81,26.95,48.99,45.18,52.27,16.77,15.3,18.3,69.74,67.07,72.15,,,,,,
2025-07-05,20.59,19.28,21.93,59.7,57.38,62.5,25.41,23.85,26.78,49.07,45.45,52.39,16.7,15.21,18.25,69.83,67.22,72.24,,,,,,
2025-07-06,20.55,19.26,21.88,59.79,57.53,62.53,25.4,23.85,26.6,49.14,45.63,52.5,16.64,15.19,18.2,69.91,67.43,72.24,,,,,,
2025-07-07,20.52,19.21,21.92,59.87,57.76,62.54,25.4,23.94,26.53,49.19,45.75,52.49,16.57,15.11,18.04,69.98,67.61,72.35,18.0,61.0,27.0,40.0,14.0,75.0
2025-07-08,20.51,19.19,21.84,59.95,57.89,62.69,25.42,24.0,26.49,49.23,45.88,52.67,16.51,15.03,17.86,70.04,67.75,72.27,,,,,,
2025-07-09,20.49,19.2,21.79,60.03,57.99,62.75,25.45,24.07,26.56,49.28,45.98,52.75,16.46,14.98,17.77,70.11,67.84,72.26,,,,,,
2025-07-10,20.49,19.21,21.78,60.11,58.13,62.68,25.49,24.07,26.57,49.32,46.06,52.82,16.41,14.92,17.71,70.17,68.08,72.28,,,,,,
2025-07-11,20.5,19.21,21.77,60.19,58.24,62.62,25.53,24.07,26.59,49.37,46.13,52.73,16.36,14.87,17.65,70.24,68.19,72.35,18.0,60.0,22.0,51.0,14.0,69.0
2025-07-12,20.5,19.18,21.77,60.27,58.27,62.66,25.58,24.11,26.64,49.43,46.22,52.71,16.32,14.85,17.63,70.3,68.32,72.43,,,,,,
2025-07-13,20.51,19.15,21.78,60.36,58.37,62.62,25.63,24.15,26.67,49.5,46.14,52.78,16.29,14.81,17.6,70.37,68.44,72.51,,,,,,
2025-07-14,20.52,19.17,21.76,60.45,58.46,62.64,25.67,24.19,26.73,49.59,46.31,52.75,16.26,14.72,17.57,70.43,68.51,72.59,23.0,67.0,28.0,58.0,19.0,75.0
2025-07-15,20.53,19.2,21.74,60.54,58.56,62.75,25.7,24.24,26.77,49.69,46.59,52.72,16.23,14.63,17.57,70.5,68.54,72.64,,,,,,
2025-07-16,20.54,19.22,21.73,60.63,58.64,62.88,25.73,24.27,26.82,49.79,46.79,52.68,16.2,14.6,17.53,70.56,68.59,72.62,,,,,,
2025-07-17,20.55,19.21,21.72,60.73,58.77,63.18,25.76,24.3,26.86,49.91,46.88,52.77,16.19,14.57,17.47,70.63,68.67,72.57,,,,,,
2025-07-18,20.56,19.21,21.77,60.82,58.94,63.19,25.78,24.32,26.91,50.03,47.04,52.93,16.17,14.54,17.43,70.68,68.8,72.55,,,,,,
2025-07-19,20.58,19.2,21.74,60.91,59.07,63.27,25.79,24.33,26.89,50.17,47.12,53.09,16.16,14.53,17.47,70.74,68.88,72.64,,,,,,
2025-07-20,20.59,19.18,21.76,60.99,59.12,63.38,25.8,24.33,26.89,50.3,47.21,53.43,16.15,14.53,17.47,70.79,68.94,72.68,,,,,,
2025-07-21,20.61,19.17,21.77,61.07,59.15,63.53,25.81,24.34,26.89,50.44,47.3,53.88,16.14,14.53,17.46,70.83,69.06,72.78,,,,,,
2025-07-22,20.62,19.18,21.79,61.15,59.18,63.6,25.81,24.34,26.91,50.59,47.43,53.96,16.14,14.55,17.45,70.87,69.11,72.82,,,,,,
2025-07-23,20.64,19.19,21.83,61.22,59.21,63.65,25.81,24.34,26.94,50.73,47.76,54.0,16.14,14.54,17.45,70.9,69.17,72.89,,,,,,
2025-07-24,20.66,19.13,21.87,61.28,59.25,63.71,25.81,24.35,26.91,50.87,47.9,53.96,16.14,14.56,17.45,70.93,69.21,72.92,,,,,,
2025-07-25,20.68,19.21,21.87,61.34,59.33,63.77,25.8,24.35,26.93,51.02,48.03,54.04,16.15,14.52,17.48,70.95,69.25,72.88,22.0,57.0,27.0,48.0,17.0,68.0
2025-07-26,20.7,19.22,21.87,61.39,59.36,63.83,25.79,24.35,26.95,51.16,48.18,54.29,16.15,14.51,17.49,70.96,69.29,72.83,,,,,,
2025-07-27,20.72,19.23,21.89,61.44,59.48,63.87,25.79,24.38,26.93,51.3,48.32,54.41,16.16,14.48,17.49,70.97,69.32,72.8,,,,,,
2025-07-28,20.74,19.24,21.91,61.48,59.53,63.91,25.78,24.41,26.91,51.43,48.41,54.5,16.17,14.45,17.5,70.98,69.36,72.88,,,,,,
2025-07-29,20.76,19.26,21.98,61.51,59.52,63.92,25.77,24.45,26.89,51.56,48.49,54.57,16.17,14.41,17.52,70.98,69.38,72.87,,,,,,
2025-07-30,20.78,19.28,21.99,61.54,59.52,63.88,25.76,24.45,26.88,51.68,48.57,54.61,16.18,14.37,17.55,70.97,69.39,72.83,,,,,,
2025-07-31,20.8,19.3,21.97,61.56,59.51,63.84,25.75,24.46,26.85,51.8,48.65,54.76,16.18,14.36,17.56,70.96,69.37,72.78,,,,,,
2025-08-01,20.82,19.31,22.0,61.57,59.49,63.78,25.74,24.47,26.79,51.91,48.73,54.89,16.18,14.36,17.58,70.94,69.37,72.74,,,,,,
2025-08-02,20.83,19.32,22.03,61.58,59.47,63.72,25.73,24.48,26.74,52.01,48.8,55.02,16.18,14.36,17.59,70.92,69.36,72.62,,,,,,
2025-08-03,20.85,19.34,22.05,61.58,59.48,63.67,25.72,24.5,26.71,52.1,48.88,55.16,16.18,14.36,17.61,70.89,69.36,72.61,21.0,61.0,26.5,50.0,16.5,69.5
2025-08-04,20.86,19.35,22.04,61.57,59.5,63.7,25.71,24.52,26.67,52.18,48.95,55.29,16.17,14.35,17.6,70.85,69.37,72.58,,,,,,
2025-08-05,20.87,19.34,22.02,61.56,59.47,63.72,25.7,24.51,26.65,52.26,49.12,55.39,16.16,14.32,17.59,70.82,69.33,72.55,,,,,,
2025-08-06,20.88,19.33,22.02,61.55,59.46,63.6,25.68,24.52,26.7,52.33,49.29,55.58,16.15,14.27,17.56,70.79,69.34,72.42,,,,,,
2025-08-07,20.88,19.35,22.07,61.55,59.49,63.58,25.67,24.51,26.68,52.41,49.45,55.81,16.14,14.21,17.63,70.76,69.35,72.35,,,,,,
2025-08-08,20.88,19.39,22.04,61.55,59.55,63.61,25.65,24.52,26.57,52.48,49.52,55.92,16.13,14.16,17.67,70.74,69.33,72.27,19.0,60.0,24.0,50.0,13.0,71.0
2025-08-09,20.88,19.38,22.05,61.56,59.55,63.66,25.63,24.53,26.53,52.55,49.62,55.89,16.11,14.18,17.66,70.72,69.33,72.19,,,,,,
2025-08-10,20.87,19.38,22.02,61.58,59.57,63.67,25.6,24.54,26.52,52.62,49.73,55.94,16.09,14.2,17.69,70.72,69.3,72.18,,,,,,
2025-08-11,20.86,19.38,22.01,61.61,59.73,63.63,25.58,24.54,26.49,52.68,49.84,56.05,16.08,14.25,17.69,70.72,69.29,72.17,,,,,,
2025-08-12,20.84,19.38,22.02,61.64,59.81,63.68,25.55,24.53,26.46,52.75,49.89,56.15,16.06,14.33,17.69,70.73,69.38,72.18,,,,,,
2025-08-13,20.82,19.39,22.02,61.69,59.8,63.65,25.51,24.51,26.4,52.82,49.95,56.22,16.03,14.32,17.67,70.75,69.37,72.21,,,,,,
2025-08-14,20.79,19.39,22.01,61.74,59.83,63.68,25.48,24.49,26.4,52.88,49.96,56.28,16.01,14.14,17.64,70.78,69.36,72.2,,,,,,
2025-08-15,20.77,19.35,21.98,61.79,59.86,63.71,25.44,24.48,26.37,52.96,49.97,56.33,15.99,14.06,17.61,70.81,69.35,72.3,24.0,68.0,26.0,65.0,20.0,75.0
2025-08-16,20.73,19.24,21.95,61.86,59.88,63.73,25.39,24.44,26.33,53.03,49.95,56.34,15.96,14.13,17.59,70.85,69.34,72.34,,,,,,
2025-08-17,20.7,19.23,21.92,61.93,59.83,63.81,25.35,24.4,26.29,53.12,49.95,56.37,15.94,14.1,17.61,70.89,69.34,72.39,,,,,,
2025-08-18,20.66,19.21,21.89,62.0,59.8,63.98,25.3,24.39,26.22,53.21,49.96,56.4,15.91,14.05,17.58,70.93,69.33,72.46,,,,,,
2025-08-19,20.62,19.21,21.84,62.08,59.78,64.22,25.25,24.35,26.16,53.32,49.98,56.44,15.88,14.0,17.51,70.98,69.33,72.53,,,,,,
2025-08-20,20.59,19.21,21.82,62.16,59.78,64.38,25.2,24.31,26.08,53.42,50.05,56.48,15.86,13.93,17.47,71.03,69.33,72.6,,,,,,
2025-08-21,20.55,19.21,21.78,62.24,59.8,64.44,25.14,24.23,25.99,53.53,50.05,56.49,15.83,13.95,17.46,71.08,69.33,72.65,,,,,,
2025-08-22,20.51,19.2,21.77,62.33,59.82,64.69,25.09,24.21,25.89,53.64,50.07,56.61,15.8,13.98,17.41,71.14,69.34,72.71,19.0,60.0,24.0,51.0,14.0,69.0
2025-08-23,20.47,19.19,21.75,62.42,59.83,64.76,25.04,24.19,25.78,53.76,50.17,56.74,15.78,14.02,17.4,71.2,69.37,72.77,,,,,,
2025-08-24,20.44,19.16,21.7,62.51,59.87,64.86,24.99,24.17,25.71,53.89,50.28,56.94,15.75,13.96,17.35,71.26,69.4,72.83,,,,,,
2025-08-25,20.41,19.17,21.67,62.6,59.95,64.89,24.94,24.15,25.64,54.01,50.39,57.16,15.73,13.91,17.33,71.32,69.43,72.88,,,,,,
2025-08-26,20.37,19.16,21.63,62.69,60.01,64.96,24.88,24.14,25.6,54.14,50.55,57.17,15.71,13.93,17.34,71.38,69.47,72.97,,,,,,
2025-08-27,20.34,19.13,21.63,62.78,60.14,65.14,24.83,24.11,25.55,54.28,50.64,57.33,15.7,13.89,17.32,71.43,69.54,73.02,,,,,,
2025-08-28,20.32,19.12,21.62,62.87,60.18,65.35,24.78,24.07,25.5,54.41,50.76,57.53,15.68,13.85,17.33,71.49,69.6,73.06,,,,,,
2025-08-29,20.29,19.1,21.53,62.95,60.18,65.56,24.72,24.04,25.44,54.55,50.79,57.73,15.67,13.83,17.3,71.54,69.65,73.11,,,,,,
2025-08-30,20.27,19.1,21.45,63.04,60.26,65.75,24.67,24.02,25.37,54.68,50.95,58.01,15.66,13.82,17.35,71.59,69.71,73.15,,,,,,
2025-08-31,20.24,19.12,21.36,63.11,60.34,65.86,24.62,23.95,25.28,54.81,51.11,58.18,15.66,13.78,17.37,71.64,69.76,73.2,,,,,,
2025-09-01,20.22,19.12,21.29,63.19,60.41,65.95,24.57,23.93,25.22,54.93,51.36,58.28,15.65,13.79,17.5,71.68,69.85,73.26,,,,,,
2025-09-02,20.2,19.13,21.22,63.26,60.47,66.01,24.53,23.93,25.16,55.05,51.41,58.4,15.64,13.73,17.6,71.72,69.94,73.32,,,,,,
2025-09-03,20.18,19.14,21.16,63.32,60.49,66.04,24.49,23.88,25.08,55.15,51.43,58.6,15.64,13.71,17.5,71.75,70.01,73.38,,,,,,
2025-09-04,20.16,19.11,21.08,63.38,60.52,66.11,24.44,23.81,25.07,55.25,51.53,58.77,15.63,13.68,17.54,71.78,70.05,73.42,,,,,,
2025-09-05,20.14,19.13,21.03,63.43,60.54,66.14,24.41,23.79,25.04,55.34,51.8,58.87,15.63,13.65,17.56,71.8,70.08,73.47,19.0,59.0,25.0,50.0,13.0,70.0
2025-09-06,20.13,19.1,21.04,63.48,60.57,66.25,24.37,23.77,25.01,55.41,52.09,58.92,15.62,13.62,17.49,71.82,70.12,73.48,,,,,,
2025-09-07,20.11,19.09,21.04,63.52,60.59,66.23,24.34,23.75,24.98,55.48,52.37,59.02,15.62,13.59,17.49,71.84,70.14,73.5,,,,,,
2025-09-08,20.09,19.07,21.02,63.55,60.62,66.24,24.31,23.7,24.99,55.53,52.37,59.1,15.61,13.55,17.47,71.85,70.15,73.51,,,,,,
2025-09-09,20.08,19.04,20.97,63.58,60.56,66.29,24.29,23.67,24.96,55.57,52.23,59.18,15.61,13.55,17.36,71.86,70.17,73.48,,,,,,
2025-09-10,20.06,19.05,20.95,63.61,60.5,66.34,24.26,23.66,24.92,55.59,52.1,59.17,15.6,13.53,17.44,71.86,70.18,73.43,,,,,,
2025-09-11,20.05,19.08,20.93,63.63,60.54,66.37,24.25,23.63,24.92,55.62,52.01,59.01,15.6,13.57,17.44,71.87,70.18,73.42,21.0,71.0,24.0,61.0,19.0,76.0
2025-09-12,20.04,19.1,20.9,63.65,60.6,66.41,24.23,23.61,24.9,55.63,52.09,58.88,15.6,13.53,17.49,71.87,70.23,73.37,,,,,,
2025-09-13,20.03,19.11,20.89,63.67,60.63,66.46,24.21,23.59,24.86,55.65,52.12,58.95,15.59,13.51,17.54,71.88,70.26,73.31,,,,,,
2025-09-14,20.02,19.11,20.88,63.69,60.73,66.43,24.2,23.55,24.83,55.66,52.22,58.99,15.59,13.58,17.56,71.88,70.3,73.27,,,,,,
2025-09-15,20.01,19.07,20.89,63.71,60.82,66.45,24.18,23.53,24.8,55.68,52.33,58.95,15.59,13.55,17.58,71.89,70.3,73.28,,,,,,
2025-09-16,20.0,19.01,20.93,63.74,60.87,66.42,24.17,23.52,24.77,55.7,52.45,58.86,15.59,13.57,17.61,71.9,70.28,73.28,,,,,,
2025-09-17,19.99,18.98,20.91,63.76,60.91,66.39,24.15,23.51,24.75,55.72,52.46,58.78,15.59,13.62,17.68,71.91,70.28,73.29,,,,,,
2025-09-18,19.99,18.96,20.85,63.78,60.95,66.3,24.13,23.48,24.74,55.75,52.54,58.84,15.6,13.62,17.7,71.92,70.28,73.3,,,,,,
2025-09-19,19.98,18.97,20.81,63.8,61.01,66.3,24.12,23.46,24.73,55.78,52.61,58.74,15.6,13.61,17.66,71.93,70.29,73.31,18.0,60.0,23.0,53.0,13.0,69.0
2025-09-20,19.98,18.98,20.79,63.82,61.06,66.29,24.1,23.45,24.71,55.81,52.67,58.66,15.61,13.64,17.64,71.94,70.33,73.32,,,,,,
2025-09-21,19.98,18.99,20.78,63.84,61.12,66.29,24.08,23.44,24.68,55.85,52.76,58.62,15.61,13.63,17.67,71.95,70.37,73.31,,,,,,
2025-09-22,19.97,19.01,20.75,63.86,61.18,66.32,24.06,23.43,24.64,55.89,52.83,58.73,15.62,13.62,17.66,71.96,70.4,73.29,,,,,,
2025-09-23,19.97,19.03,20.73,63.88,61.24,66.34,24.04,23.43,24.59,55.92,52.92,58.71,15.63,13.64,17.63,71.97,70.45,73.28,,,,,,
2025-09-24,19.97,19.03,20.74,63.89,61.3,66.35,24.02,23.38,24.58,55.96,53.01,58.68,15.64,13.68,17.55,71.97,70.5,73.28,,,,,,
2025-09-25,19.96,19.06,20.74,63.9,61.36,66.36,24.0,23.35,24.58,55.99,53.1,58.63,15.64,13.72,17.51,71.98,70.55,73.26,,,,,,
2025-09-26,19.95,19.05,20.74,63.92,61.42,66.37,23.97,23.33,24.57,56.02,53.28,58.65,15.64,13.76,17.45,71.99,70.61,73.24,20.0,61.0,26.0,50.0,13.0,72.0
2025-09-27,19.94,19.06,20.74,63.93,61.49,66.36,23.94,23.32,24.55,56.05,53.33,58.65,15.64,13.8,17.46,72.0,70.67,73.19,,,,,,
2025-09-28,19.93,19.07,20.74,63.94,61.56,66.34,23.91,23.29,24.53,56.07,53.39,58.63,15.64,13.83,17.46,72.02,70.74,73.22,,,,,,
2025-09-29,19.92,19.08,20.72,63.96,61.69,66.29,23.88,23.26,24.51,56.1,53.48,58.62,15.64,13.88,17.43,72.04,70.79,73.22,23.0,70.0,23.0,66.0,22.0,75.0
2025-09-30,19.9,19.08,20.69,63.99,61.84,66.25,23.85,23.22,24.48,56.13,53.62,58.57,15.63,13.92,17.38,72.07,70.83,73.21,,,,,,
2025-10-01,19.88,19.08,20.67,64.01,61.95,66.29,23.82,23.16,24.45,56.15,53.74,58.5,15.62,13.97,17.32,72.1,70.94,73.29,,,,,,
2025-10-02,19.86,19.08,20.64,64.04,61.99,66.19,23.78,23.11,24.44,56.17,53.8,58.49,15.61,14.0,17.3,72.14,70.96,73.35,,,,,,
2025-10-03,19.83,19.06,20.62,64.07,62.04,66.14,23.75,23.04,24.43,56.2,53.87,58.5,15.59,14.04,17.3,72.18,70.98,73.39,19.0,63.0,24.0,56.0,14.0,70.0
2025-10-04,19.8,19.0,20.6,64.1,62.22,66.16,23.71,22.99,24.42,56.22,53.97,58.55,15.57,14.07,17.26,72.23,71.02,73.45,,,,,,
2025-10-05,19.77,18.93,20.56,64.14,62.33,66.08,23.67,22.93,24.4,56.24,54.03,58.6,15.55,14.11,17.21,72.28,71.08,73.57,,,,,,
2025-10-06,19.73,18.88,20.52,64.17,62.33,66.14,23.63,22.88,24.37,56.25,54.11,58.64,15.52,14.05,17.17,72.34,71.14,73.67,,,,,,
2025-10-07,19.69,18.84,20.46,64.2,62.39,66.16,23.59,22.83,24.34,56.26,54.2,58.68,15.49,14.03,17.14,72.4,71.19,73.85,20.0,63.0,24.0,55.0,15.0,72.0
2025-10-08,19.64,18.78,20.43,64.24,62.52,66.17,23.56,22.77,24.29,56.27,54.24,58.65,15.45,14.01,17.08,72.46,71.24,73.96,,,,,,
2025-10-09,19.59,18.7,20.39,64.27,62.62,66.15,23.52,22.7,24.23,56.28,54.19,58.58,15.41,14.03,16.97,72.52,71.29,74.05,,,,,,
2025-10-10,19.54,18.63,20.33,64.3,62.65,66.14,23.48,22.67,24.18,56.28,54.24,58.52,15.37,14.02,16.89,72.59,71.32,74.17,,,,,,
2025-10-11,19.47,18.55,20.29,64.33,62.67,66.19,23.45,22.63,24.15,56.27,54.29,58.42,15.33,14.02,16.77,72.65,71.34,74.25,,,,,,
2025-10-12,19.41,18.49,20.24,64.36,62.75,66.25,23.41,22.59,24.12,56.27,54.38,58.37,15.28,13.99,16.73,72.71,71.36,74.42,,,,,,
2025-10-13,19.35,18.42,20.21,64.39,62.84,66.23,23.38,22.55,24.08,56.26,54.39,58.27,15.24,13.99,16.68,72.78,71.37,74.58,,,,,,
